year,quarter,region,age_group,labor_force_sta,value,unit,source
2557,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,16.72,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,รวม,9.34,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,หางานทำ,2.07,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,7.27,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,รวม,16.31,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,หางานทำ,5.68,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,10.64,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคกลาง,25-29 ปี,รวม,31.06,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคกลาง,25-29 ปี,หางานทำ,9.75,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,21.32,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,รวม,24.83,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,หางานทำ,3.5,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,21.32,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,รวม,12.95,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,หางานทำ,6.74,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,6.21,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,รวม,6.85,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,หางานทำ,0.47,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,6.39,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคกลาง,25-29 ปี,รวม,24.86,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคกลาง,25-29 ปี,หางานทำ,3.52,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,21.34,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,หางานทำ,5.58,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,11.32,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,รวม,21.75,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,หางานทำ,5.35,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,16.4,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,รวม,28.03,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,หางานทำ,7.42,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,20.61,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,25-29 ปี,รวม,20.99,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,25-29 ปี,หางานทำ,3.72,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,17.27,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,รวม,24.32,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,หางานทำ,4.8,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,19.52,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,รวม,17.51,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,หางานทำ,3.35,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,14.16,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,รวม,26.12,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,หางานทำ,8.07,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,18.05,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคกลาง,25-29 ปี,รวม,23.49,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคกลาง,25-29 ปี,หางานทำ,6.33,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,17.16,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,รวม,24.67,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,หางานทำ,0.47,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,24.2,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,รวม,27.2,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,หางานทำ,6.38,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,20.83,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,รวม,23.68,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,หางานทำ,9.13,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,14.54,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,25-29 ปี,รวม,18.39,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,25-29 ปี,หางานทำ,5.13,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,13.26,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,รวม,17.35,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,หางานทำ,6.41,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,10.95,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,รวม,18.44,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,หางานทำ,3.71,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,14.73,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,รวม,23.08,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,หางานทำ,3.6,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,19.48,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคกลาง,25-29 ปี,รวม,54.61,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคกลาง,25-29 ปี,หางานทำ,10.45,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,รวม,43.68,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,หางานทำ,5.73,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,37.95,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,รวม,41.25,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,หางานทำ,7.75,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคกลาง,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,33.5,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,รวม,4.39,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,หางานทำ,1.04,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.35,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,รวม,6.53,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,หางานทำ,2.69,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.84,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,รวม,5.88,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,หางานทำ,1.47,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.41,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,รวม,5.62,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,หางานทำ,1.59,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.04,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,รวม,8.15,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,หางานทำ,2.47,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.69,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,รวม,15.57,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,หางานทำ,8.1,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,7.47,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,รวม,5.08,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,หางานทำ,1.77,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.31,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,รวม,10.54,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,หางานทำ,3.25,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,7.29,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,รวม,10.05,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,หางานทำ,2.82,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,7.23,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,รวม,4.66,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,หางานทำ,1.74,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.92,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,รวม,10.49,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,หางานทำ,3.27,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,7.22,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,รวม,6.65,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,หางานทำ,0.82,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.83,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,รวม,5.32,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,หางานทำ,0.82,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.5,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,รวม,14.48,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,11.3,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,รวม,10.4,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,หางานทำ,4.83,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.57,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,รวม,14.83,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,หางานทำ,2,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,12.83,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,รวม,13.66,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,หางานทำ,4.59,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,9.08,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,รวม,16.12,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,หางานทำ,4.02,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,12.09,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,รวม,16.87,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,หางานทำ,3.45,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,13.42,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,รวม,13.29,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,หางานทำ,2.02,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,11.28,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,รวม,12.94,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,หางานทำ,3.32,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,9.62,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,รวม,14.3,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,หางานทำ,2.01,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,12.29,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,รวม,10.22,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,หางานทำ,1.76,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,8.47,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,รวม,16.41,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,หางานทำ,3.45,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,12.96,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,รวม,11.66,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,หางานทำ,2.69,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,8.97,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,รวม,6.85,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,หางานทำ,1.09,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.77,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,รวม,18.11,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,หางานทำ,3.64,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,14.47,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,รวม,12.13,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,หางานทำ,2.62,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,9.51,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,รวม,11.87,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,หางานทำ,3.88,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,7.99,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,หางานทำ,3.24,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,18.16,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,รวม,23.4,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,หางานทำ,1.07,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,22.33,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,รวม,26,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,หางานทำ,4.69,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคกลาง,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,21.31,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,35-39 ปี,รวม,3.59,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,35-39 ปี,หางานทำ,1.2,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคกลาง,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.39,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,35-39 ปี,รวม,3.94,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,35-39 ปี,หางานทำ,2.42,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคกลาง,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.53,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,35-39 ปี,รวม,5.1,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,35-39 ปี,หางานทำ,0.54,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคกลาง,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.56,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,35-39 ปี,รวม,3.2,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,35-39 ปี,หางานทำ,0.45,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคกลาง,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.74,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคกลาง,35-39 ปี,รวม,5.31,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคกลาง,35-39 ปี,หางานทำ,0.82,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคกลาง,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.48,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคกลาง,35-39 ปี,รวม,8.56,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคกลาง,35-39 ปี,หางานทำ,3.88,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคกลาง,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.67,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคกลาง,35-39 ปี,รวม,5.31,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคกลาง,35-39 ปี,หางานทำ,0.5,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคกลาง,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.81,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคกลาง,35-39 ปี,รวม,6.47,พันคน,สำนักงานสถิติแห่งชาติ
